gate_index,gate_name,split_time_s,exit_time_s,missed,retries,max_speed_m_s,cv_detection_rate
10,Gate10_21,0.8233809471130371,1774823347.1239035,no,0,14.68,100.00%
11,Gate11_23,0.6302614212036133,1774823347.754165,no,0,14.48,90.91%
0,Gate00,2.0975894927978516,1774823356.2013125,no,0,10.27,86.11%
1,Gate01,0.7925457954406738,1774823356.9938583,no,0,12.26,100.00%
2,Gate02,1.0428872108459473,1774823358.0367455,no,0,12.62,100.00%
3,Gate03,7.988998889923096,1774823366.0257444,no,0,17.31,87.14%
11,Gate11_23,1.4464213848114014,1774823367.4721658,no,0,16.22,80.00%
0,Gate00,2.125040292739868,1774823378.3975954,no,0,10.40,77.78%
1,Gate01,0.8775217533111572,1774823379.2751172,no,0,11.98,93.33%
2,Gate02,9.13952374458313,1774823388.414641,no,0,16.79,68.99%
11,Gate11_23,0.6357653141021729,1774823389.0504062,no,0,17.60,63.64%
0,Gate00,2.065098524093628,1774823412.5893748,no,0,10.21,41.67%
1,Gate01,0.849168062210083,1774823413.4385428,no,0,12.35,33.33%
2,Gate02,4.126211404800415,1774823417.5647542,no,0,16.31,58.33%
6,Gate06,0.8185715675354004,1774823418.3833258,no,0,15.23,78.57%
0,Gate00,2.0929973125457764,1774823435.9579844,no,0,10.79,83.33%
1,Gate01,0.821533203125,1774823436.7795177,no,0,12.38,100.00%
2,Gate02,1.03419828414917,1774823437.813716,no,0,12.37,100.00%
3,Gate03,0.8879835605621338,1774823438.7016995,no,0,13.96,100.00%
4,Gate04,0.8031432628631592,1774823439.5048428,no,0,15.64,85.71%
5,Gate05,0.7740168571472168,1774823440.2788596,no,0,15.95,100.00%
6,Gate06,5.2566139698028564,1774823445.5354736,no,0,17.26,86.67%
11,Gate11_23,2.7354722023010254,1774823448.2709458,no,0,17.64,60.00%
0,Gate00,1.8778274059295654,1774823461.8682485,no,0,9.11,78.12%
1,Gate01,8.919832944869995,1774823470.7880814,no,0,11.06,37.76%
2,Gate02,1.3055546283721924,1774823472.093636,no,0,10.38,95.45%
3,Gate03,2.6313273906707764,1774823474.7249634,no,0,11.33,90.91%
4,Gate04,1.412754774093628,1774823476.1377182,no,0,11.57,4.17%
0,Gate00,9.18633222579956,1774823504.1123405,no,0,9.17,47.42%
1,Gate01,9.370252132415771,1774823513.4825926,no,0,10.04,28.87%
2,Gate02,8.952662706375122,1774823522.4352553,no,0,10.70,69.39%
3,Gate03,1.3045463562011719,1774823523.7407994,no,0,10.93,95.65%
4,Gate04,0.8860800266265869,1774823524.6268795,no,0,12.48,87.50%
5,Gate05,1.9635193347930908,1774823526.5903988,no,0,12.70,100.00%
6,Gate06,1.3375356197357178,1774823527.9279344,no,0,11.19,68.18%
7,Gate07,3.3682451248168945,1774823531.2961795,no,0,12.73,89.66%
9,Gate09,1.794224739074707,1774823533.0904043,no,0,13.19,100.00%
10,Gate10_21,1.1689248085021973,1774823534.259329,no,0,11.85,23.81%
11,Gate11_23,0.7363483905792236,1774823534.9956775,no,0,14.02,38.46%
0,Gate00,2.234847068786621,1774823544.3052351,no,0,10.13,91.89%
1,Gate01,0.8963353633880615,1774823545.2015705,no,0,11.39,53.33%
2,Gate02,1.1670277118682861,1774823546.3685982,no,0,11.75,100.00%
3,Gate03,1.769099473953247,1774823548.1376977,no,0,15.20,16.67%
5,Gate05,0.8317983150482178,1774823548.969496,no,0,14.78,100.00%
6,Gate06,0.9741792678833008,1774823549.9436753,no,0,12.74,0.00%
7,Gate07,1.1140358448028564,1774823551.0577111,no,0,12.01,89.47%
8,Gate08,2.9835269451141357,1774823554.041238,no,0,15.10,80.39%
11,Gate11_23,0.7275700569152832,1774823554.7688081,no,0,15.40,53.85%
0,Gate00,2.0702085494995117,1774823566.1781514,no,0,9.99,74.29%
1,Gate01,0.8596546649932861,1774823567.037806,no,0,12.44,100.00%
2,Gate02,4.246747255325317,1774823571.2845533,no,0,15.36,71.23%
6,Gate06,0.7914094924926758,1774823572.0759628,no,0,15.04,64.29%
7,Gate07,0.9108827114105225,1774823572.9868455,no,0,13.34,100.00%
0,Gate00,3.096130132675171,1774823603.3465624,no,0,7.47,41.51%
1,Gate01,1.061929702758789,1774823604.408492,no,0,11.30,47.37%
2,Gate02,3.0830254554748535,1774823607.4915175,no,0,15.78,77.78%
5,Gate05,0.7459249496459961,1774823608.2374425,no,0,15.90,78.57%
6,Gate06,0.9183433055877686,1774823609.1557858,no,0,14.97,50.00%
7,Gate07,4.369251728057861,1774823613.5250375,no,0,17.30,96.00%
11,Gate11_23,3.4632067680358887,1774823616.9882443,no,0,17.54,49.12%
0,Gate00,2.081397533416748,1774823644.4488637,no,0,9.64,100.00%
1,Gate01,1.3860259056091309,1774823645.8348897,no,0,11.34,100.00%
2,Gate02,1.8823671340942383,1774823647.7172568,no,0,10.29,100.00%
3,Gate03,1.0344154834747314,1774823648.7516723,no,0,11.94,100.00%
4,Gate04,0.9072408676147461,1774823649.6589131,no,0,12.09,37.50%
5,Gate05,0.9580438137054443,1774823650.616957,no,0,11.91,93.75%
6,Gate06,1.2352917194366455,1774823651.8522487,no,0,10.88,85.71%
7,Gate07,1.1185767650604248,1774823652.9708254,no,0,11.60,100.00%
8,Gate08,0.9544277191162109,1774823653.9252532,no,0,13.15,100.00%
0,Gate00,2.064389228820801,1774823668.2805183,no,0,10.26,77.78%
1,Gate01,0.8862168788909912,1774823669.1667352,no,0,11.97,100.00%
2,Gate02,1.0677804946899414,1774823670.2345157,no,0,12.47,100.00%
3,Gate03,0.8835113048553467,1774823671.118027,no,0,14.67,100.00%
4,Gate04,6.570272207260132,1774823677.6882992,no,0,16.21,77.19%
10,Gate10_21,0.7740192413330078,1774823678.4623184,no,0,16.43,100.00%
11,Gate11_23,1.7305679321289062,1774823680.1928864,no,0,10.25,100.00%
0,Gate00,9.112025499343872,1774823694.9776447,no,0,9.70,98.96%
1,Gate01,1.7194406986236572,1774823696.6970854,no,0,10.68,100.00%
2,Gate02,1.3996918201446533,1774823698.0967772,no,0,11.72,96.00%
3,Gate03,8.71221375465393,1774823706.808991,no,0,16.58,90.54%
11,Gate11_23,1.8533148765563965,1774823708.6623058,no,0,17.75,64.52%
0,Gate00,2.0142645835876465,1774823721.1146286,no,0,9.76,73.53%
1,Gate01,0.9011096954345703,1774823722.0157382,no,0,12.29,31.25%
2,Gate02,7.157949924468994,1774823729.1736882,no,0,16.74,37.82%
6,Gate06,95.53445386886597,1774823824.708142,no,0,15.46,32.42%
10,Gate10_21,3.641237258911133,1774823828.3493793,no,0,15.60,59.02%
11,Gate11_23,1.2293202877044678,1774823829.5786996,no,0,11.28,71.43%
0,Gate00,2.2663843631744385,1774823837.4301577,no,0,10.00,97.30%
1,Gate01,0.8075852394104004,1774823838.237743,no,0,11.73,100.00%
2,Gate02,1.075730800628662,1774823839.3134737,no,0,12.29,100.00%
3,Gate03,8.084513187408447,1774823847.397987,no,0,16.11,76.09%
11,Gate11_23,0.6008524894714355,1774823847.9988394,no,0,16.61,72.73%
0,Gate00,2.132394790649414,1774823872.3987274,no,0,10.01,80.56%
1,Gate01,0.8502731323242188,1774823873.2490005,no,0,11.95,6.67%
2,Gate02,2.180588960647583,1774823875.4295895,no,0,10.93,59.46%
3,Gate03,1.1022467613220215,1774823876.5318363,no,0,11.63,84.21%
4,Gate04,10.1154305934906,1774823886.6472669,no,0,12.69,24.17%
6,Gate06,1.3362390995025635,1774823887.983506,no,0,9.90,26.09%
7,Gate07,1.1610956192016602,1774823889.1446016,no,0,9.88,100.00%
8,Gate08,1.1244840621948242,1774823890.2690856,no,0,11.96,75.00%
9,Gate09,0.9582061767578125,1774823891.2272918,no,0,13.16,88.24%
10,Gate10_21,2.3517162799835205,1774823893.579008,no,0,14.42,100.00%
11,Gate11_23,1.418172836303711,1774823894.997181,no,0,9.94,0.00%
0,Gate00,2.09173846244812,1774823905.5124028,no,0,10.47,0.00%
1,Gate01,0.898942232131958,1774823906.411345,no,0,10.95,25.00%
2,Gate02,1.208979845046997,1774823907.6203249,no,0,11.16,100.00%
3,Gate03,1.3766441345214844,1774823908.996969,no,0,11.99,100.00%
4,Gate04,1.64593505859375,1774823910.642904,no,0,12.19,22.22%
5,Gate05,4.841771125793457,1774823915.4846752,no,0,14.40,76.74%
9,Gate09,3.3967344760894775,1774823918.8814096,no,0,13.06,74.14%
11,Gate11_23,1.2312188148498535,1774823920.1126285,no,0,11.03,0.00%
0,Gate00,1.9361026287078857,1774823927.1819482,no,0,9.72,66.67%
1,Gate01,0.9554088115692139,1774823928.137357,no,0,11.15,100.00%
2,Gate02,0.9776880741119385,1774823929.115045,no,0,12.10,100.00%
3,Gate03,1.561415433883667,1774823930.6764605,no,0,11.07,88.89%
4,Gate04,1.813957929611206,1774823932.4904184,no,0,12.76,70.97%
5,Gate05,1.509577989578247,1774823933.9999964,no,0,9.94,23.08%
6,Gate06,0.9793670177459717,1774823934.9793634,no,0,11.76,100.00%
7,Gate07,1.1002802848815918,1774823936.0796437,no,0,11.34,100.00%
8,Gate08,1.2492713928222656,1774823937.328915,no,0,11.67,100.00%
9,Gate09,0.9128508567810059,1774823938.241766,no,0,13.64,100.00%
10,Gate10_21,2.880110502243042,1774823941.1218765,no,0,15.02,83.67%
0,Gate00,2.302163600921631,1774823951.8116643,no,0,10.08,97.37%
1,Gate01,0.80196213722229,1774823952.6136265,no,0,12.66,100.00%
2,Gate02,4.302689075469971,1774823956.9163156,no,0,16.78,86.49%
6,Gate06,9.14749002456665,1774823966.0638056,no,0,15.90,49.48%
7,Gate07,8.71908688545227,1774823974.7828925,no,0,9.27,90.72%
8,Gate08,1.3732194900512695,1774823976.156112,no,0,9.47,100.00%
9,Gate09,1.2274487018585205,1774823977.3835607,no,0,11.72,100.00%
10,Gate10_21,2.094846725463867,1774823979.4784074,no,0,14.05,88.89%
11,Gate11_23,1.2203688621520996,1774823980.6987762,no,0,11.00,100.00%
0,Gate00,2.308069944381714,1774823986.9069686,no,0,9.73,21.05%
1,Gate01,0.8095216751098633,1774823987.7164903,no,0,12.35,92.86%
2,Gate02,1.0626459121704102,1774823988.7791362,no,0,13.85,52.63%
3,Gate03,3.4752442836761475,1774823992.2543805,no,0,15.73,94.92%
6,Gate06,9.295829057693481,1774824001.5502095,no,0,11.32,34.69%
7,Gate07,1.3926222324371338,1774824002.9428318,no,0,9.73,72.00%
8,Gate08,1.0299477577209473,1774824003.9727795,no,0,11.01,94.44%
9,Gate09,0.9774510860443115,1774824004.9502306,no,0,12.91,76.47%
10,Gate10_21,3.2079851627349854,1774824008.1582158,no,0,11.85,57.69%
11,Gate11_23,2.135221481323242,1774824010.2934372,no,0,9.64,72.22%
0,Gate00,1.9660143852233887,1774824016.9361992,no,0,9.93,0.00%
1,Gate01,9.40932035446167,1774824026.3455195,no,0,11.12,44.33%
2,Gate02,1.2632744312286377,1774824027.608794,no,0,10.32,90.91%
3,Gate03,1.0778522491455078,1774824028.6866462,no,0,11.19,100.00%
4,Gate04,0.9001984596252441,1774824029.5868447,no,0,12.60,31.25%
5,Gate05,0.8247988224029541,1774824030.4116435,no,0,12.44,80.00%
6,Gate06,1.0908010005950928,1774824031.5024445,no,0,11.27,57.89%
7,Gate07,1.2239720821380615,1774824032.7264166,no,0,11.69,100.00%
0,Gate00,2.1026110649108887,1774824048.0702224,no,0,10.30,100.00%
1,Gate01,0.8434596061706543,1774824048.913682,no,0,11.47,93.33%
2,Gate02,1.0881524085998535,1774824050.0018344,no,0,12.21,100.00%
3,Gate03,0.9032833576202393,1774824050.9051178,no,0,13.77,100.00%
4,Gate04,0.8116297721862793,1774824051.7167475,no,0,15.02,28.57%
5,Gate05,0.7372736930847168,1774824052.4540212,no,0,15.10,100.00%
6,Gate06,0.9423515796661377,1774824053.3963728,no,0,13.81,81.25%
7,Gate07,4.394155263900757,1774824057.790528,no,0,15.76,94.74%
11,Gate11_23,0.6677947044372559,1774824058.4583228,no,0,16.03,100.00%
0,Gate00,2.1305525302886963,1774824068.7081366,no,0,10.22,77.78%
1,Gate01,0.9284789562225342,1774824069.6366155,no,0,11.21,88.24%
2,Gate02,1.0391929149627686,1774824070.6758084,no,0,12.35,100.00%
3,Gate03,0.9303271770477295,1774824071.6061356,no,0,14.01,100.00%
4,Gate04,0.7506661415100098,1774824072.3568017,no,0,15.15,21.43%
5,Gate05,0.757443904876709,1774824073.1142457,no,0,15.26,100.00%
6,Gate06,5.646192789077759,1774824078.7604384,no,0,16.67,51.02%
11,Gate11_23,1.7281110286712646,1774824080.4885495,no,0,11.45,46.67%
0,Gate00,2.0887956619262695,1774824091.356933,no,0,10.18,97.22%
1,Gate01,0.8404707908630371,1774824092.197404,no,0,11.87,100.00%
2,Gate02,1.1805896759033203,1774824093.3779936,no,0,12.14,100.00%
3,Gate03,7.860026597976685,1774824101.2380202,no,0,17.17,83.09%
11,Gate11_23,0.5902109146118164,1774824101.828231,no,0,17.51,80.00%
0,Gate00,2.149874210357666,1774824115.0872967,no,0,10.49,100.00%
1,Gate01,0.8410446643829346,1774824115.9283414,no,0,11.54,100.00%
2,Gate02,1.1445972919464111,1774824117.0729387,no,0,12.06,100.00%
3,Gate03,1.7629318237304688,1774824118.8358705,no,0,15.79,77.42%
5,Gate05,0.7278532981872559,1774824119.5637238,no,0,16.02,92.31%
6,Gate06,5.483427047729492,1774824125.0471509,no,0,16.95,87.23%
11,Gate11_23,2.3417181968688965,1774824127.388869,no,0,15.70,95.00%
0,Gate00,2.1110403537750244,1774824151.3889647,no,0,10.05,88.57%
1,Gate01,0.8846213817596436,1774824152.273586,no,0,11.97,100.00%
2,Gate02,4.089081525802612,1774824156.3626676,no,0,16.11,67.14%
6,Gate06,0.8430759906768799,1774824157.2057436,no,0,14.90,33.33%
0,Gate00,2.069312572479248,1774824174.8913147,no,0,10.31,58.33%
1,Gate01,0.8388931751251221,1774824175.730208,no,0,11.79,100.00%
2,Gate02,1.0813605785369873,1774824176.8115685,no,0,11.54,100.00%
3,Gate03,1.0098927021026611,1774824177.8214612,no,0,12.51,100.00%
4,Gate04,0.8588464260101318,1774824178.6803076,no,0,13.50,26.67%
5,Gate05,0.7606303691864014,1774824179.440938,no,0,13.55,38.46%
6,Gate06,1.1457290649414062,1774824180.586667,no,0,12.84,60.00%
7,Gate07,4.316632270812988,1774824184.9032993,no,0,15.58,69.33%
11,Gate11_23,0.8171732425689697,1774824185.7204726,no,0,13.32,100.00%
0,Gate00,2.0587103366851807,1774824198.4812884,no,0,9.44,96.97%
1,Gate01,0.9433088302612305,1774824199.4245973,no,0,11.28,88.24%
2,Gate02,8.935492515563965,1774824208.3600898,no,0,10.88,69.70%
3,Gate03,1.3722388744354248,1774824209.7323287,no,0,10.33,100.00%
4,Gate04,0.9826481342315674,1774824210.7149768,no,0,11.70,100.00%
5,Gate05,0.8057208061218262,1774824211.5206976,no,0,11.77,100.00%
6,Gate06,1.0187735557556152,1774824212.5394711,no,0,11.41,82.35%
7,Gate07,1.1386468410491943,1774824213.678118,no,0,11.70,100.00%
0,Gate00,2.109010696411133,1774824228.2603898,no,0,10.49,80.56%
1,Gate01,0.8074030876159668,1774824229.067793,no,0,12.24,78.57%
2,Gate02,0.9988651275634766,1774824230.066658,no,0,12.50,100.00%
3,Gate03,0.8710768222808838,1774824230.9377348,no,0,14.75,100.00%
4,Gate04,0.7873632907867432,1774824231.7250981,no,0,15.30,42.86%
5,Gate05,0.7990660667419434,1774824232.5241642,no,0,15.44,92.86%
6,Gate06,5.333960056304932,1774824237.8581243,no,0,16.54,90.22%
11,Gate11_23,2.2686805725097656,1774824240.1268048,no,0,16.99,76.92%
0,Gate00,2.0962917804718018,1774824250.697904,no,0,9.75,71.43%
1,Gate01,8.917014598846436,1774824259.6149187,no,0,11.29,41.24%
2,Gate02,1.2970452308654785,1774824260.911964,no,0,10.29,86.36%
3,Gate03,2.687004327774048,1774824263.5989683,no,0,11.17,89.13%
4,Gate04,1.4623973369598389,1774824265.0613656,no,0,11.09,50.00%
5,Gate05,11.244786500930786,1774824276.306152,no,0,11.20,38.17%
7,Gate07,1.6484920978546143,1774824277.9546442,no,0,9.07,100.00%
8,Gate08,1.2598145008087158,1774824279.2144587,no,0,10.17,45.45%
9,Gate09,3.364279270172119,1774824282.578738,no,0,15.26,29.31%
0,Gate00,2.130455732345581,1774824293.037177,no,0,10.13,27.78%
1,Gate01,0.8030569553375244,1774824293.840234,no,0,12.06,100.00%
2,Gate02,12.195930004119873,1774824306.036164,no,0,16.75,89.71%
11,Gate11_23,3.7144999504089355,1774824309.750664,no,0,10.13,42.86%
0,Gate00,2.7688918113708496,1774824336.3013089,no,0,8.85,100.00%
1,Gate01,1.7458102703094482,1774824338.0471191,no,0,10.59,86.67%
2,Gate02,1.0100791454315186,1774824339.0571983,no,0,13.43,100.00%
3,Gate03,9.23551082611084,1774824348.292709,no,0,14.03,57.14%
4,Gate04,1.362617015838623,1774824349.6553261,no,0,10.35,100.00%
5,Gate05,1.0600173473358154,1774824350.7153435,no,0,10.61,100.00%
6,Gate06,1.2195613384246826,1774824351.9349048,no,0,9.73,71.43%
7,Gate07,1.7682864665985107,1774824353.7031913,no,0,10.52,96.77%
8,Gate08,1.294093132019043,1774824354.9972844,no,0,9.91,68.18%
9,Gate09,2.976208209991455,1774824357.9734926,no,0,10.08,96.00%
10,Gate10_21,2.9648277759552,1774824360.9383204,no,0,10.52,76.47%
11,Gate11_23,1.386364459991455,1774824362.3246849,no,0,9.71,0.00%
0,Gate00,2.5559329986572266,1774824369.747807,no,0,8.24,60.47%
1,Gate01,1.0034325122833252,1774824370.7512395,no,0,10.97,33.33%
2,Gate02,1.2835748195648193,1774824372.0348144,no,0,10.84,100.00%
3,Gate03,1.0470225811004639,1774824373.081837,no,0,12.37,100.00%
4,Gate04,0.8869397640228271,1774824373.9687767,no,0,13.30,25.00%
5,Gate05,0.770021915435791,1774824374.7387986,no,0,13.30,23.08%
6,Gate06,5.536194562911987,1774824380.2749932,no,0,16.74,80.21%
11,Gate11_23,0.6152400970458984,1774824380.8902333,no,0,16.67,0.00%
0,Gate00,2.325155019760132,1774824393.198002,no,0,8.63,80.00%
1,Gate01,1.1123571395874023,1774824394.3103592,no,0,9.35,100.00%
2,Gate02,1.4442877769470215,1774824395.754647,no,0,9.77,100.00%
3,Gate03,2.8083367347717285,1774824398.5629838,no,0,10.06,100.00%
4,Gate04,1.9132146835327148,1774824400.4761984,no,0,10.25,48.48%
5,Gate05,8.880393505096436,1774824409.356592,no,0,10.39,47.96%
6,Gate06,1.9257981777191162,1774824411.28239,no,0,9.25,90.62%
7,Gate07,1.4326748847961426,1774824412.715065,no,0,9.68,68.00%
8,Gate08,4.373486280441284,1774824417.0885513,no,0,10.81,75.34%
10,Gate10_21,1.7115371227264404,1774824418.8000884,no,0,10.38,79.31%
11,Gate11_23,0.8455681800842285,1774824419.6456566,no,0,12.08,33.33%
0,Gate00,2.1012654304504395,1774824443.3429837,no,0,9.73,63.89%
1,Gate01,0.9330630302429199,1774824444.2760468,no,0,10.86,100.00%
2,Gate02,3.221829652786255,1774824447.4978764,no,0,15.16,72.73%
5,Gate05,1.4343924522399902,1774824448.9322689,no,0,15.07,0.00%
6,Gate06,52.23509860038757,1774824501.1673675,no,0,10.47,39.18%
7,Gate07,1.9879496097564697,1774824503.155317,no,0,8.88,100.00%
8,Gate08,1.3476190567016602,1774824504.5029361,no,0,9.56,60.87%
9,Gate09,3.667882204055786,1774824508.1708183,no,0,9.63,50.00%
10,Gate10_21,2.2439656257629395,1774824510.414784,no,0,9.37,57.89%
11,Gate11_23,1.260066032409668,1774824511.67485,no,0,10.20,40.91%
0,Gate00,2.073289155960083,1774824535.3621945,no,0,9.67,85.71%
0,Gate00,2.325470209121704,1774885123.858916,no,0,9.72,92.86%
1,Gate01,0.8635880947113037,1774885124.7225041,no,0,11.43,100.00%
2,Gate02,3.6895623207092285,1774885128.4120665,no,0,15.24,100.00%
5,Gate05,3.596156597137451,1774885132.008223,no,0,15.27,77.08%
6,Gate06,73.7181327342987,1774885205.7263558,no,0,15.11,20.58%
9,Gate10_21,2.273455858230591,1774885207.9998116,no,0,11.61,100.00%
10,Gate11_23,1.0598950386047363,1774885209.0597067,no,0,10.45,100.00%
0,Gate00,2.291283369064331,1774887001.24661,no,0,9.81,76.47%
1,Gate01,0.9630374908447266,1774887002.2096474,no,0,11.78,100.00%
2,Gate02,3.46981143951416,1774887005.6794589,no,0,15.48,84.31%
5,Gate05,0.7068159580230713,1774887006.3862748,no,0,15.47,60.00%
6,Gate06,0.9146955013275146,1774887007.3009703,no,0,12.93,100.00%
7,Gate07,3.202678680419922,1774887010.503649,no,0,14.34,84.78%
9,Gate09,0.7690026760101318,1774887011.2726517,no,0,14.94,100.00%
10,Gate10_21,0.9844207763671875,1774887012.2570724,no,0,13.22,100.00%
0,Gate00,12.885879039764404,1774887054.445731,no,0,9.34,60.67%
1,Gate01,1.5171222686767578,1774887055.9628532,no,0,9.53,100.00%
2,Gate02,2.304516315460205,1774887058.2673695,no,0,14.08,100.00%
4,Gate04,0.8795371055603027,1774887059.1469066,no,0,14.12,84.62%
5,Gate05,0.7003514766693115,1774887059.847258,no,0,13.33,100.00%
0,Gate00,2.252277135848999,1774887501.3127775,no,0,9.99,88.24%
1,Gate01,0.8611130714416504,1774887502.1738906,no,0,12.06,100.00%
2,Gate02,7.443852186203003,1774887509.6177428,no,0,14.98,95.41%
5,Gate06,84.09193062782288,1774887593.7096734,no,0,15.95,8.61%
9,Gate10_21,2.0906100273132324,1774887595.8002834,no,0,10.60,96.77%
10,Gate11_23,1.8705782890319824,1774887597.6708617,no,0,13.26,0.00%
0,Gate00,2.2940847873687744,1774887624.89047,no,0,9.06,100.00%
1,Gate01,1.368058443069458,1774887626.2585285,no,0,12.17,100.00%
2,Gate02,2.0369765758514404,1774887628.295505,no,0,11.20,0.00%
3,Gate03,0.8092951774597168,1774887629.1048002,no,0,13.37,50.00%
0,Gate00,2.2638726234436035,1774887669.1443474,no,0,9.53,70.59%
1,Gate01,9.089837551116943,1774887678.234185,no,0,10.53,91.21%
2,Gate02,1.716001272201538,1774887679.9501863,no,0,10.13,88.00%
3,Gate03,1.022047996520996,1774887680.9722342,no,0,12.72,100.00%
4,Gate04,0.9668200016021729,1774887681.9390543,no,0,13.25,100.00%
5,Gate05,2.058696985244751,1774887683.9977512,no,0,11.00,96.77%
6,Gate06,0.9066710472106934,1774887684.9044223,no,0,11.62,100.00%
0,Gate00,2.1381072998046875,1774887721.699775,no,0,10.74,3.12%
1,Gate01,1.4777066707611084,1774887723.1774817,no,0,12.06,95.45%
2,Gate02,2.0728256702423096,1774887725.2503073,no,0,10.27,66.67%
3,Gate03,1.0997774600982666,1774887726.3500848,no,0,11.80,100.00%
4,Gate04,1.0760915279388428,1774887727.4261763,no,0,13.28,73.33%
5,Gate05,4.238452196121216,1774887731.6646285,no,0,12.76,69.84%
6,Gate06,2.1707186698913574,1774887733.8353472,no,0,11.19,100.00%
7,Gate07,2.6635043621063232,1774887736.4988515,no,0,12.13,81.58%
8,Gate08,0.8317372798919678,1774887737.3305888,no,0,13.65,100.00%
9,Gate09,3.5227293968200684,1774887740.8533182,no,0,13.97,98.00%
11,Gate11_23,0.6419181823730469,1774887741.4952364,no,0,15.28,0.00%
0,Gate00,2.206204891204834,1774887770.1634734,no,0,9.69,96.97%
1,Gate01,3.6517369747161865,1774887773.8152103,no,0,10.95,46.30%
2,Gate02,2.1045103073120117,1774887775.9197206,no,0,10.86,48.39%
3,Gate03,1.577089786529541,1774887777.4968104,no,0,11.98,100.00%
4,Gate04,1.8377618789672852,1774887779.3345723,no,0,10.85,74.07%
5,Gate05,3.8326468467712402,1774887783.1672192,no,0,11.52,84.21%
6,Gate06,10.46519422531128,1774887793.6324134,no,0,10.79,87.04%
7,Gate07,4.7980797290802,1774887798.430493,no,0,15.55,95.71%
11,Gate11_23,0.699289083480835,1774887799.1297822,no,0,15.85,90.00%
0,Gate00,9.639214515686035,1774887827.433322,no,0,9.97,47.87%
1,Gate01,1.4989948272705078,1774887828.9323168,no,0,10.03,100.00%
2,Gate02,5.242953538894653,1774887834.1752703,no,0,13.63,84.21%
4,Gate04,2.0096242427825928,1774887836.1848946,no,0,11.66,3.33%
5,Gate05,0.8722577095031738,1774887837.0571523,no,0,11.65,100.00%
6,Gate06,1.179744005203247,1774887838.2368963,no,0,12.50,100.00%
7,Gate07,3.146786689758301,1774887841.383683,no,0,12.30,88.64%
8,Gate08,2.099491596221924,1774887843.4831746,no,0,13.05,100.00%
9,Gate09,2.549509286880493,1774887846.0326838,no,0,8.84,75.00%
10,Gate10_21,1.2688987255096436,1774887847.3015826,no,0,11.88,100.00%
0,Gate00,22.792692184448242,1774887886.7754006,no,0,8.85,74.16%
1,Gate01,1.5838041305541992,1774887888.3592048,no,0,9.71,100.00%
2,Gate02,2.4342851638793945,1774887890.79349,no,0,14.13,100.00%
4,Gate04,0.7899935245513916,1774887891.5834835,no,0,14.26,91.67%
5,Gate05,0.8537318706512451,1774887892.4372153,no,0,12.53,100.00%
6,Gate06,5.974385023117065,1774887898.4116004,no,0,12.94,73.26%
8,Gate08,3.042736053466797,1774887901.4543364,no,0,10.84,41.86%
9,Gate09,1.0039317607879639,1774887902.4582682,no,0,12.04,100.00%
0,Gate00,27.720797061920166,1774887961.723482,no,0,8.99,96.84%
0,Gate00,2.301250696182251,1774888139.1964471,no,0,9.50,76.47%
1,Gate01,1.0266327857971191,1774888140.22308,no,0,11.02,100.00%
2,Gate02,2.7262978553771973,1774888142.9493778,no,0,14.59,90.00%
4,Gate04,0.7831099033355713,1774888143.7324877,no,0,15.03,41.67%
5,Gate05,1.1926264762878418,1774888144.9251142,no,0,14.16,100.00%
6,Gate06,2.401296615600586,1774888147.3264108,no,0,10.12,88.89%
7,Gate07,0.9090511798858643,1774888148.235462,no,0,11.22,92.31%
8,Gate08,1.3623847961425781,1774888149.5978467,no,0,11.62,73.68%
9,Gate09,3.6577188968658447,1774888153.2555656,no,0,15.32,86.79%
11,Gate11_23,1.8468711376190186,1774888155.1024368,no,0,10.50,81.48%
0,Gate00,17.07520866394043,1774888198.5237372,no,0,9.46,66.30%
1,Gate01,1.5324006080627441,1774888200.0561378,no,0,9.75,100.00%
2,Gate02,3.7751336097717285,1774888203.8312714,no,0,13.74,100.00%
4,Gate04,9.532745838165283,1774888213.3640172,no,0,16.77,66.90%
11,Gate11_23,2.3407254219055176,1774888215.7047427,no,0,10.46,34.29%
0,Gate00,2.207472562789917,1774888242.4148161,no,0,9.36,63.64%
1,Gate01,1.3875136375427246,1774888243.8023298,no,0,12.55,42.86%
2,Gate02,1.9920799732208252,1774888245.7944098,no,0,9.23,89.66%
3,Gate03,1.2726936340332031,1774888247.0671034,no,0,10.98,100.00%
4,Gate04,1.9050538539886475,1774888248.9721572,no,0,14.62,65.52%
0,Gate00,2.2286124229431152,1774888288.2477934,no,0,10.09,69.70%
1,Gate01,9.988534688949585,1774888298.2363281,no,0,10.52,48.98%
2,Gate02,1.453864574432373,1774888299.6901927,no,0,11.90,82.61%
3,Gate03,3.767669200897217,1774888303.457862,no,0,15.41,87.27%
6,Gate06,0.6675240993499756,1774888304.125386,no,0,15.50,50.00%
7,Gate07,1.6007564067840576,1774888305.7261424,no,0,12.92,91.67%
8,Gate08,4.666498184204102,1774888310.3926406,no,0,17.62,77.94%
0,Gate00,2.514909267425537,1774888340.7503347,no,0,9.80,21.05%
1,Gate01,1.4089090824127197,1774888342.1592438,no,0,10.96,100.00%
2,Gate02,6.431122779846191,1774888348.5903666,no,0,15.55,61.22%
5,Gate05,104.03014183044434,1774888452.6205084,no,0,16.65,4.18%
0,Gate00,2.201913833618164,1774888508.7214334,no,0,8.49,96.88%
